,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3943,2019 MG Hector,Sharp 1.5 DCT Petrol [2019-2020],₹ 17.25 Lakh,Nov 2019,"26,000 km",Petrol,13.96 kmpl,Automatic,Red,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3944,2019 Maruti Suzuki Ciaz,Delta Hybrid 1.5 AT [2018-2020],₹ 8.9 Lakh,Sep 2019,"27,000 km",Petrol,20.28 kmpl,Automatic,Grey,Not Available,Second,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3945,2019 Maruti Suzuki Ciaz,Alpha Hybrid 1.5 AT [2018-2020],₹ 9.95 Lakh,Jan 2019,"25,000 km",Petrol,20.28 kmpl,Automatic,Blue,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty

",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3946,2020 BMW 7-Series,730Ld,₹ 1.28 Crore,May 2020,"5,500 km",Diesel,11.1 kmpl,Automatic,White,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3947,2014 Audi Q3,2.0 TDI quattro Premium Plus,₹ 18.75 Lakh,Jan 2014,"45,000 km",Diesel,15.77 kmpl,Automatic,White,Not Available,Second,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3948,2016 Mercedes-Benz CLA,200 Petrol Sport  (CBU),₹ 22.25 Lakh,Aug 2016,"42,000 km",Petrol,FWD ,Automatic,Red,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3949,2014 Mercedes-Benz E-Class,E250 CDI Avantgarde,₹ 20.75 Lakh,Jan 2014,"55,000 km",Diesel,14.2 kmpl,Automatic,White,Not Available,First,Registered at,"1) Car is excellent condition
2) 100% Non accidental Car
3) Genuine KMS Running
4) All cars are certified
5) Full Service Record Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3950,2011 Volkswagen Vento,Highline Petrol AT,₹ 3.9 Lakh,Jan 2011,"45,000 km",Petrol,185 / 60 R15 ,Automatic,Black,Not Available,First,Registered at,"1) Car is excellent condition
2) 100% Non accidental Car
3) Genuine KMS Running
4) All cars are certified
5) Full Service Record Available

",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3951,2018 BMW X1,sDrive20d xLine,₹ 28.25 Lakh,Oct 2018,"45,000 km",Diesel,RWD ,Automatic,Black,Not Available,First,Registered at,"#Certified Non-Accidental & Non - Flooded Cars.
#100 point PDI before delivery
#15 day Own-Drive Guarantee
# Genuine KM reading along with service records.
Call us to know more.",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3952,2014 Mercedes-Benz GLA,200 Sport,₹ 18.95 Lakh,Dec 2014,"36,500 km",Petrol,FWD ,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3953,2011 Hyundai Verna,Fluidic 1.6 VTVT SX,₹ 3.95 Lakh,Dec 2011,"49,900 km",Petrol,FWD ,Manual,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3954,2017 Maruti Suzuki Wagon R,VXI AMT,₹ 4.75 Lakh,Oct 2017,"8,000 km",Petrol,20.5 kmpl,Automatic,Red,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3955,2020 Kia Seltos,GTX Plus AT 1.4 [2019-2020],₹ 18.15 Lakh,Jan 2020,"4,500 km",Petrol,16.5 kmpl,Automatic,White,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3956,2010 Maruti Suzuki SX4,ZXI MT BS-IV,₹ 3.45 Lakh,Apr 2010,"19,000 km",Petrol,15.5 kmpl,Manual,Beige,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3957,2012 BMW 5-Series,525d Sedan,₹ 16.65 Lakh,Mar 2012,"45,000 km",Diesel,17.24 kmpl,Automatic,Grey,Not Available,Second,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3958,2020 Kia Sonet,GTX Plus 1.0 iMT [2020-2021],₹ 12.6 Lakh,Oct 2020,"4,900 km",Petrol,18.2 kmpl,Manual,Black,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3959,2013 Toyota Fortuner,2.8 4x2 MT [2016-2020],₹ 14.51 Lakh,Jun 2013,"1,18,000 km",Diesel,14.24 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Original Paint, Less Driven, Non Accidental, Certified Car, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Test Drive Available & VIP Number",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3960,2007 Mercedes-Benz S-Class,350,₹ 5.9 Lakh,Nov 2007,"47,200 km",Petrol,RWD ,Automatic,Silver,Not Available,First,Registered at,"1) Car is excellent condition
2) 100% Non accidental Car
3) Genuine KMS Running
4) All cars are certified
5) Full Service Record Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3961,2015 Mercedes-Benz S-Class,S 350 CDI,₹ 48 Lakh,Apr 2015,"38,500 km",Diesel,"Automatic - 7 Gears, Paddle Shift ",Automatic,Silver,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3962,2019 Jeep Compass,Limited Plus Petrol AT [2018-2020],₹ 20.5 Lakh,Aug 2019,"27,000 km",Petrol,FWD ,Automatic,Black,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty
",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3963,2020 Audi Q2,Standard 40 TFSI quattro With Sunroof,₹ 33.75 Lakh,Dec 2020,"19,000 km",Petrol,188 bhp @ 4200 rpm ,Automatic,White,Not Available,First,Registered at," 1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available

",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3964,2016 Mercedes-Benz CLA,200 CDI Style,₹ 23.25 Lakh,Feb 2016,"23,000 km",Diesel,FWD ,Automatic,White,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3965,2013 Toyota Fortuner,3.0 4x2 MT,₹ 19.75 Lakh,Feb 2013,"2,500 km",Diesel,11.9 kmpl,Manual,Silver,Not Available,Second,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty
",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3966,2016 Honda Jazz,V AT Petrol,₹ 5.75 Lakh,Jan 2016,"52,000 km",Petrol,19 kmpl,Automatic,Silver,Not Available,Second,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3967,2016 Audi A6,35 TFSI Matrix,₹ 28.85 Lakh,Jun 2016,"47,110 km",Petrol,"Automatic - 7 Gears, Manual Override, Sport Mode ",Automatic,White,Not Available,First,Registered at,"Excellent condition, With service records, Call us to know more.",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3968,2018 Volvo S60,Cross Country Inscription [2016-2020],₹ 25.9 Lakh,Jun 2018,"30,000 km",Diesel,AWD ,Automatic,Silver,Not Available,First,Registered at,"Immaculate Condition, Warranty Available, Test Drive Available, Service History Available, Roadside Assistance Available, Rear view Camera, Finance Available, Alloy Wheels, Single Owner, Original Paint, Non Accidental, Less Driven & Certified Car",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3969,2014 Volkswagen Polo,Highline1.2L (P),₹ 4.95 Lakh,Nov 2014,"33,000 km",Petrol,16.47 kmpl,Manual,Orange,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3970,2018 Mercedes-Benz C-Class,C 200 Avantgarde Edition,₹ 31.75 Lakh,Aug 2018,"24,000 km",Petrol,16.47 kmpl,Manual,Orange,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available

",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3971,2017 Jeep Compass,Limited 2.0 Diesel [2017-2020],₹ 13.75 Lakh,Sep 2017,"27,000 km",Diesel,FWD ,Manual,Blue,Not Available,First,Registered at,"DOCTOR CAR                                          1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3972,2020 Mahindra Thar,LX 4-STR Hard Top Petrol AT,₹ 17.5 Lakh,Nov 2020,"1,250 km",Petrol,4WD / AWD ,Automatic,Red,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3973,2018 BMW X3,xDrive 30i Luxury Line [2018-2019],₹ 51 Lakh,Aug 2018,"21,000 km",Petrol,4WD / AWD ,Automatic,Blue,Not Available,Second,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3974,2014 Mercedes-Benz GLA,200 Sport,₹ 19.75 Lakh,Oct 2014,"46,000 km",Petrol,FWD ,Automatic,White,Not Available,First,Registered at,"1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3975,2011 Hyundai i20,Asta 1.4 AT with AVN,₹ 3.25 Lakh,Nov 2011,"69,000 km",Petrol,Automatic - 4 Gears ,Automatic,White,Not Available,Second,Registered at," 1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3976,2018 Renault Lodgy,85 PS RxE 8 STR,₹ 6.25 Lakh,Aug 2018,"47,500 km",Diesel,21.04 kmpl,Manual,White,Not Available,First,Registered at," 1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3977,2018 Tata Tigor,Revotron XZA,₹ 6.75 Lakh,Feb 2018,"24,000 km",Petrol,21 kmpl,Automatic,Red,Not Available,Second,Registered at," 1) Car is excellent condition
2) Loan Facility Available
3) 100% Non accidental Car
4) Genuine KMS Running
5) All cars are certified
6) Full Service Record Available
7) 6 month Engine & Gear Box Warranty

",4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3978,2018 Maruti Suzuki DZire,VXi AMT,₹ 5.99 Lakh,Jun 2018,"6,951 km",Petrol,21.21 kmpl,Automatic,Red,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,5/5,4.5/5
3979,2016 Datsun Redigo,T (O) [2016-2019],₹ 2.4 Lakh,Jan 2016,"40,000 km",Petrol,22.7 kmpl,Manual,Red,Not Available,First,Registered at,Get Seller Details,4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,5/5,4.5/5
3980,2018 Honda City,V,₹ 8 Lakh,Jun 2018,"9,125 km",Petrol,FWD ,Manual,Grey,Not Available,First,Registered at,Amazingly well maintained car with service history availability and financing available for all states.,4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,5/5,4.5/5
3981,2017 Maruti Suzuki Celerio,VXi AMT ABS,₹ 4.1 Lakh,Jun 2017,"6,500 km",Petrol,23.1 kmpl,Automatic,Red,Not Available,First,Registered at,Immaculate condition car with very less driven and all service records available. Finance and exchange facilities also available.,4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,5/5,4.5/5
3982,2014 Hyundai i20,Asta (O) 1.2,₹ 3.65 Lakh,Jun 2014,"26,000 km",Petrol,18.15 kmpl,Manual,Grey,Not Available,Second,Registered at,"2014
Tax 2024
Asta (O) with Push Button, alloys and Airbags.
Petrol
Original Paint
Driven 26750 KM.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,5/5,4.5/5
3983,2012 Ford Fiesta/Classic,1.4 TDCi CLXi,₹ 1.4 Lakh,Jun 2012,"60,395 km",Diesel,19.05 kmpl,Manual,Grey,Not Available,First,Registered at,"Very Good Condition, Non Accidental, Original Paint, Single Owner, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,5/5,4.5/5
3984,2015 Hyundai Creta,SX Plus 1.6  Petrol,₹ 7.75 Lakh,Jun 2015,"19,013 km",Petrol,15.29 kmpl,Manual,Black,Not Available,First,Registered at,"CRETA SX  PLUS 1.6 , SUPER - EXCELLENT, EXCELLENT REALLY EXCELLENT VEHICLE ,YEAR : DECEMBER 2015 , TAX PAID UPTO : DECEMBER 2025  ,THIS IS CERTIFIED VEHICLE , MANY FEATURES HEAVING : LIKE : PUSH BOTTON START , AUTOMETIC CLIMATE CONTROL AC , ALLOW WHEEL ,NAVIGATION AND MANY MORE",4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,5/5,4.5/5
3985,2018 Mercedes-Benz E-Class,E 220 d Avantgarde,₹ 39.55 Lakh,Jun 2018,"22,000 km",Diesel,12.06 kmpl,Automatic,White,Not Available,First,Registered at,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available, Service History Available & VIP Number",4.7/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,5/5,4.5/5
3986,2017 Hyundai Elite i20,Sportz 1.2 (O),₹ 4.89 Lakh,Jun 2017,"39,000 km",Petrol,18.6 kmpl,Manual,Black,Not Available,First,Registered at,Very Good Condition & Single Owner,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4/5
3987,2021 Mahindra Thar,LX 4-STR Convertible Diesel MT,₹ 15 Lakh,Jan 2021,"12,427 km",Diesel,4WD / AWD ,Manual,Red,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
3988,2015 Hyundai Grand i10,Asta 1.2 Kappa VTVT [2013-2016],₹ 3.69 Lakh,Jun 2015,"25,000 km",Petrol,18.9 kmpl,Manual,Orange,Not Available,First,Registered at,Very Good Condition & Single Owner,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
3989,2020 Kia Seltos,HTK 1.5 [2020-2021],₹ 13.99 Lakh,Jun 2020,"39,000 km",Petrol,16.5 kmpl,Manual,Red,Not Available,First,Registered at,Very Good Condition & Single Owner,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
3990,2018 Maruti Suzuki Swift,VDi,₹ 5.69 Lakh,Apr 2018,"42,000 km",Diesel,28.4 kmpl,Manual,Red,Not Available,First,Registered at,Get Seller Details,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
3991,2015 Hyundai i10,Sportz 1.2 Kappa2,₹ 3.69 Lakh,Feb 2015,"6,000 km",Petrol,20.63 kmpl,Manual,Grey,Not Available,First,Registered at,Get Seller Details,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
3992,2017 Honda Amaze,1.2 S i-VTEC,₹ 4 Lakh,Mar 2017,"30,000 km",Petrol,17.8 kmpl,Manual,Brown,Not Available,First,Registered at,Get Seller Details,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
3993,2013 Ford Ecosport,Trend 1.5 Ti-VCT,₹ 3.79 Lakh,Mar 2013,"46,000 km",Petrol,15.8 kmpl,Manual,Orange,Not Available,First,Registered at,Get Seller Details,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.4/5
3994,2013 Maruti Suzuki Swift DZire,VXI,₹ 3.49 Lakh,Oct 2013,"40,208 km",Petrol,19.1 kmpl,Manual,Grey,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.3/5,4.2/5
3995,2017 Honda City,VX (O) MT,₹ 8.39 Lakh,Jan 2017,"43,295 km",Petrol,FWD ,Manual,Silver,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.9/5,3.8/5
3996,2016 Hyundai Creta,SX 1.6 CRDi,₹ 7.79 Lakh,Apr 2016,"61,229 km",Diesel,19.67 kmpl,Manual,Grey,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,4.7/5,3.7/5
3997,2017 Renault Duster,85 PS RXL 4X2 MT [2016-2017],₹ 5.75 Lakh,Apr 2017,"51,133 km",Diesel,19.87 kmpl,Manual,White,Not Available,First,Registered at,,4.6/5,4.5/5,5/5,5/5,3.6/5,4.8/5,5/5,4.9/5,3.5/5
3998,2019 Honda WR-V,VX MT Petrol,₹ 7.99 Lakh,Jan 2019,"12,993 km",Petrol,17.5 kmpl,Manual,Grey,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,5/5,5/5,5/5,4.3/5
3999,2015 Hyundai Grand i10,Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 3.79 Lakh,Mar 2015,"46,259 km",Petrol,18.9 kmpl,Manual,Maroon,Not Available,First,Registered at,,4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4000,2016 Maruti Suzuki Wagon R,VXI AMT,₹ 4.33 Lakh,Jun 2016,"16,043 km",Petrol,20.5 kmpl,Automatic,Silver,Not Available,Third,Registered at,"Super saver Days sale!!!!! save upto 60,000/- off. This car is MRL certified and checked by experts on 140 quality parameters to provide you with a good-as-new experience. We have a 7-day easy return policy, no question asked, and a free 12-month warranty. Mega Refurbishment Labs (MRLs) are world-class facilities across 7 metros in India - each is built on 35 acres of land and can produce 20,000 top-quality refurbished cars per month. Additional charges for Insurance and RC Transfer may apply. * Terms and conditions applied.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4001,2018 Mercedes-Benz C-Class Cabriolet,C 300,₹ 60.99 Lakh,Jun 2018,"8,837 km",Petrol,RWD ,Automatic,Black,Not Available,Second,Registered at,"2018 model tax paid, finance available, test drive available, less driven, petrol.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4002,2021 Hyundai Alcazar,Prestige 7 STR 1.5 Diesel,₹ 16.49 Lakh,Jun 2021,"4,033 km",Diesel,20.4 kmpl,Manual,Black,Not Available,First,Registered at,"2021 model tax upto 2026, finance available, test drive available,4033km running, Diesel.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4003,2020 Audi A6,Premium Plus 45 TFSI,₹ 49.99 Lakh,Jun 2020,"23,492 km",Petrol,241 bhp @ 5000 rpm ,Automatic,Black,Not Available,First,Registered at,"2020 audi a6, ex-showroom condition, finance available, test drive available,less driven car, maintain by owner.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4004,2018 BMW 3-Series,320d Luxury Line [2014-2016],₹ 29.99 Lakh,Jun 2018,"15,626 km",Diesel,RWD ,Automatic,White,Not Available,First,Registered at,"2018 model tax paid, finance available, test drive available, 15626km running only, maintained by owner, Doctor driven.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4005,2017 Mercedes-Benz CLA,200 CDI Style,₹ 22.99 Lakh,Jun 2017,"45,315 km",Diesel,FWD ,Automatic,Silver,Not Available,First,Registered at,"2017 model tax paid, finance available, test drive available, original paint, price will be negotiable.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4006,2019 Mahindra XUV500,W11 AT,₹ 15.49 Lakh,Jun 2019,"41,115 km",Diesel,15.1 kmpl,Automatic,Silver,Not Available,First,Registered at,"2019 model tax paid, less driven car, ex-showroom condition, finance available, test drive available.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4007,2022 Toyota Fortuner,2.8 4x2 MT [2016-2020],₹ 35.99 Lakh,Jun 2022,"15,788 km",Diesel,14.24 kmpl,Manual,White,Not Available,First,Registered at,"2022 mew model, tax paid, Manual transfer, test drive available, finance available.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4008,2019 Mahindra XUV500,W9 AT,₹ 13.99 Lakh,Jun 2019,"24,735 km",Diesel,13.85 kmpl,Automatic,Red,Not Available,First,Registered at,"2019 model tax upto 2024, finance available, test drive available,less driven car, maintain by owner.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4009,2021 Hyundai Verna,SX 1.5 CRDi,₹ 12.75 Lakh,Jun 2021,"27,469 km",Diesel,25 kmpl,Manual,White,Not Available,First,Registered at,"2021 model tax upto 2026, finance available, test drive available,less driven car.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4010,2016 Mahindra Scorpio,S10,₹ 10.49 Lakh,Jun 2016,"23,458 km",Diesel,15.4 kmpl,Manual,Silver,Not Available,First,Registered at,"2016 model tax upto 2026, finance available, test drive available, Diesel, maintain by owner.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4011,2018 Hyundai Verna,Fluidic 1.6 CRDi SX Opt,₹ 9.35 Lakh,Jun 2018,"37,222 km",Diesel,FWD ,Manual,Silver,Not Available,First,Registered at,"Immaculate Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4012,2015 Mercedes-Benz S-Class,S 350 CDI,₹ 32.99 Lakh,Jun 2015,"41,000 km",Diesel,"Automatic - 7 Gears, Paddle Shift ",Automatic,White,Not Available,First,Registered at,"2015 model tax fail, test drive available, maintained by owner, very good condition.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4013,2014 Audi Q5,2.0 TDI quattro Premium Plus,₹ 21.5 Lakh,Jun 2014,"35,186 km",Diesel,12.8 kmpl,Automatic,Brown,Not Available,First,Registered at,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4014,2014 Audi A6,2.0 TDI Premium Plus,₹ 16.25 Lakh,Jun 2014,"34,085 km",Diesel,16.66 kmpl,Automatic,Grey,Not Available,First,Registered at,"Immaculate Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4015,2011 Audi A6,2.7 TDI,₹ 9.95 Lakh,Jun 2011,"59,292 km",Diesel,4WD / AWD ,Automatic,White,Not Available,First,Registered at,"Very Good Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4016,2016 Land Rover Discovery Sport,HSE Luxury 7-Seater,₹ 32.99 Lakh,Jun 2016,"39,156 km",Diesel,"Automatic - 9 Gears, Sport Mode ",Automatic,Blue,Not Available,First,Registered at,"2016 model tax life time, finance available, test drive available,less driven car.",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
4017,2016 Toyota Corolla Altis,G AT Petrol,₹ 9.25 Lakh,Jun 2016,"35,204 km",Petrol,16.7 kmpl,Automatic,Gold,Not Available,First,Registered at,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Rear view Camera, Roadside Assistance Available & Test Drive Available",4.7/5,4.5/5,5/5,5/5,3.6/5,4.3/5,5/5,4.7/5,4.1/5
